SiteName,date,PM2.5,AQI,CO,NO2,O3,SO2,SiteTypes,SiteX,SiteY
奥体中心,20160101,164.9583333,154.5833333,3.929166667,122.625,10.66666667,45.66666667,城区环境评价点,116.397,39.982
奥体中心,20160626,39.9047619,68.08333333,0.454166667,35.125,119.173913,4.875,城区环境评价点,116.397,39.982
奥体中心,20160505,48.70833333,55.125,0.945833333,41.04166667,82.13043478,14.83333333,城区环境评价点,116.397,39.982
奥体中心,20160307,50,120.75,0.991666667,30.41666667,53.33333333,14.83333333,城区环境评价点,116.397,39.982
奥体中心,20160907,40.25,67.91666667,0.607142857,43.71428571,106.8571429,4,城区环境评价点,116.397,39.982
奥体中心,20160314,78.61904762,90.39130435,1.263636364,49.63636364,43.85714286,22,城区环境评价点,116.397,39.982
奥体中心,20160717,81.17391304,89.47826087,0.956521739,45.60869565,118.4347826,2.608695652,城区环境评价点,116.397,39.982
奥体中心,20160122,17.75,110.7083333,0.8,19.625,58.26086957,5.25,城区环境评价点,116.397,39.982
奥体中心,20161119,127.5833333,215.9166667,1.945833333,67.79166667,21.54166667,5.583333333,城区环境评价点,116.397,39.982
奥体中心,20160526,22.70833333,48.29166667,0.308333333,23.45833333,91.83333333,4,城区环境评价点,116.397,39.982
奥体中心,20160404,68.875,73.33333333,0.5875,36.70833333,72.54166667,9.75,城区环境评价点,116.397,39.982
奥体中心,20160928,15.90909091,29,0.51875,59.53846154,22,2,城区环境评价点,116.397,39.982
奥体中心,20160807,19.13043478,70.65,0.639130435,23,100.0869565,2.130434783,城区环境评价点,116.397,39.982
奥体中心,20160212,155.125,190.2916667,2.558333333,48.29166667,30.125,23.20833333,城区环境评价点,116.397,39.982
奥体中心,20161210,44.45833333,56.79166667,1.433333333,67.34782609,10.82608696,14.83333333,城区环境评价点,116.397,39.982
奥体中心,20160616,23.28571429,46.58333333,0.491666667,38.125,82.69565217,2.083333333,城区环境评价点,116.397,39.982
奥体中心,20161019,226.6956522,222.6956522,2.32173913,97.18181818,13.18181818,3.434782609,城区环境评价点,116.397,39.982
奥体中心,20160425,84.58333333,116.7083333,0.725,25.41666667,111.2173913,14.20833333,城区环境评价点,116.397,39.982
奥体中心,20160226,33.625,45.41666667,0.729166667,33.16666667,54.875,12.66666667,城区环境评价点,116.397,39.982
奥体中心,20160304,348.9166667,398.7083333,5.429166667,100.0833333,8.434782609,65.91666667,城区环境评价点,116.397,39.982
奥体中心,20160707,108.5416667,119.0416667,1.233333333,29.83333333,162.375,7.791666667,城区环境评价点,116.397,39.982
奥体中心,20160112,12.83333333,26.56521739,0.6625,30.08333333,48.2173913,8.791666667,城区环境评价点,116.397,39.982
奥体中心,20161109,159.0909091,126.5833333,2.630434783,96.08695652,3.739130435,14.2173913,城区环境评价点,116.397,39.982
奥体中心,20160516,26.5,54.16666667,0.491666667,39.5,64.66666667,3.958333333,城区环境评价点,116.397,39.982
奥体中心,20160318,213.0833333,352.3333333,1.779166667,57.25,61.60869565,13.45833333,城区环境评价点,116.397,39.982
奥体中心,20160918,20.91666667,49.22727273,0.391666667,35.625,21.875,2,城区环境评价点,116.397,39.982
奥体中心,20160325,16.45454545,33.0952381,0.445454545,31.72727273,66.36363636,2.045454545,城区环境评价点,116.397,39.982
奥体中心,20160202,24.75,30.75,0.933333333,47.33333333,44.75,16.83333333,城区环境评价点,116.397,39.982
奥体中心,20160530,77.16666667,97.95833333,1.113636364,36.81818182,164.8181818,20.5,城区环境评价点,116.397,39.982
奥体中心,20160606,88.08333333,107.0833333,0.8875,26.33333333,146.5652174,8.25,城区环境评价点,116.397,39.982
奥体中心,20161009,30.41666667,47.54166667,0.675,56.30434783,16.69565217,3.875,城区环境评价点,116.397,39.982
奥体中心,20160415,61.875,74.04166667,1.133333333,50.29166667,51.60869565,20.79166667,城区环境评价点,116.397,39.982
奥体中心,20160216,6.416666667,55.16666667,0.291666667,13.5,71.20833333,19.625,城区环境评价点,116.397,39.982
奥体中心,20160818,82.41666667,115.25,1.583333333,49.69565217,29.2173913,2,城区环境评价点,116.397,39.982
奥体中心,20160223,13.45833333,50.625,0.404166667,15.54166667,67.47826087,7.458333333,城区环境评价点,116.397,39.982
奥体中心,20160102,272.7916667,274,5.6125,143.875,14.34782609,49.54166667,城区环境评价点,116.397,39.982
奥体中心,20160627,57.95833333,70.45833333,0.6625,30.29166667,126.9166667,6.916666667,城区环境评价点,116.397,39.982
奥体中心,20160506,64.75,136.2916667,0.183333333,13.125,88.125,2,城区环境评价点,116.397,39.982
奥体中心,20160308,16.8125,34.41666667,0.325,12.125,70.5625,3.9375,城区环境评价点,116.397,39.982
奥体中心,20160908,20.66666667,55.625,0.479166667,48.95833333,52.58333333,2,城区环境评价点,116.397,39.982
奥体中心,20160315,147.65,147.8,1.48,57.8,31.4,54.35,城区环境评价点,116.397,39.982
奥体中心,20160718,102.5416667,129.3333333,1.125,57.04166667,95.69565217,3.25,城区环境评价点,116.397,39.982
奥体中心,20160123,9.739130435,30.04347826,0.634782609,13.2173913,56.91304348,2,城区环境评价点,116.397,39.982
奥体中心,20161120,53.65217391,120.25,1.154166667,44.31818182,9.52173913,2.217391304,城区环境评价点,116.397,39.982
奥体中心,20160527,44.75,65.5,0.595454545,34.77272727,115.8181818,14.63636364,城区环境评价点,116.397,39.982
奥体中心,20160405,114.3043478,131.0869565,0.960869565,42.65217391,82.18181818,19.18181818,城区环境评价点,116.397,39.982
奥体中心,20160929,54.125,60.875,0.723809524,61.68181818,32.95454545,4.2,城区环境评价点,116.397,39.982
奥体中心,20160808,33.94444444,44.35294118,0.666666667,31.23529412,86.47058824,2,城区环境评价点,116.397,39.982
奥体中心,20160213,9.75,114.2083333,0.404166667,8.791666667,62.17391304,6.083333333,城区环境评价点,116.397,39.982
奥体中心,20161211,176.7916667,134.9130435,3.9375,114.9166667,4.458333333,34.75,城区环境评价点,116.397,39.982
奥体中心,20160617,13.40909091,48.08333333,0.570833333,41,53.125,2,城区环境评价点,116.397,39.982
奥体中心,20161020,93.79166667,235.0416667,1.4,68.16666667,12.875,4.5,城区环境评价点,116.397,39.982
奥体中心,20160426,69.58333333,109.4583333,1.454166667,36.75,97.20833333,29,城区环境评价点,116.397,39.982
奥体中心,20160227,20.54166667,48.45833333,0.579166667,27.16666667,56.95652174,8.75,城区环境评价点,116.397,39.982
奥体中心,20160305,70.375,314.4166667,0.420833333,18.5,66.16666667,4.458333333,城区环境评价点,116.397,39.982
奥体中心,20160708,91.04166667,125.2916667,1.1625,35.70833333,122.8695652,6.083333333,城区环境评价点,116.397,39.982
奥体中心,20160113,19.58333333,35.16666667,0.8625,53.45833333,35.95833333,14.5,城区环境评价点,116.397,39.982
奥体中心,20161110,147.5833333,232,1.730434783,75.72727273,10.7826087,5.625,城区环境评价点,116.397,39.982
奥体中心,20160517,62.54166667,77.33333333,0.658333333,41.04166667,123,11.29166667,城区环境评价点,116.397,39.982
奥体中心,20160319,70.79166667,134.0833333,1.158333333,32.79166667,64.75,16.04166667,城区环境评价点,116.397,39.982
奥体中心,20160919,10.70833333,28.95833333,0.295833333,38.30434783,35.65217391,2,城区环境评价点,116.397,39.982
奥体中心,20160326,10.75,35.04166667,0.4,26.08333333,71.17391304,9.541666667,城区环境评价点,116.397,39.982
奥体中心,20160203,33.95833333,46.29166667,1.129166667,56.04166667,35.13043478,23.25,城区环境评价点,116.397,39.982
奥体中心,20160531,43.41666667,97,0.783333333,29.20833333,84.60869565,11.04166667,城区环境评价点,116.397,39.982
奥体中心,20160607,57.54166667,102.7083333,0.833333333,18.625,120.125,2.333333333,城区环境评价点,116.397,39.982
奥体中心,20161010,92.27272727,74.75,1.191666667,85,15.29166667,8.625,城区环境评价点,116.397,39.982
奥体中心,20160416,26.16666667,83.29166667,0.279166667,15.70833333,64.95833333,3.666666667,城区环境评价点,116.397,39.982
奥体中心,20160217,47.27272727,42.83333333,1.120833333,49,39.43478261,13.5,城区环境评价点,116.397,39.982
奥体中心,20160819,19.75,61.16666667,0.845833333,31.91666667,73.58333333,2,城区环境评价点,116.397,39.982
奥体中心,20160224,25.79166667,33.91666667,0.841666667,36.16666667,47.08333333,11.54166667,城区环境评价点,116.397,39.982
奥体中心,20160103,263.375,354.4583333,4.295833333,106.1666667,13.83333333,21.875,城区环境评价点,116.397,39.982
奥体中心,20160628,73.70833333,82.45833333,0.729166667,24.45833333,85.04347826,2,城区环境评价点,116.397,39.982
奥体中心,20160507,19.69565217,42.70833333,0.25,27.33333333,86.69565217,3.041666667,城区环境评价点,116.397,39.982
奥体中心,20160309,35.13333333,25.42857143,0.343478261,12.65217391,65.43478261,4.695652174,城区环境评价点,116.397,39.982
奥体中心,20160909,19.91666667,52.70833333,0.408333333,52.30434783,37.34782609,3.541666667,城区环境评价点,116.397,39.982
奥体中心,20160316,259.125,259.3333333,2.541666667,62.66666667,60.60869565,40.95833333,城区环境评价点,116.397,39.982
奥体中心,20160719,97.75,132.3333333,1.1125,47,41.625,2.208333333,城区环境评价点,116.397,39.982
奥体中心,20160124,12.45833333,55.58333333,0.8125,25.20833333,51.95652174,7.458333333,城区环境评价点,116.397,39.982
奥体中心,20161121,9.791666667,39.45833333,0.420833333,15,59.91666667,3.958333333,城区环境评价点,116.397,39.982
奥体中心,20160528,40.91666667,78.41666667,0.622727273,25.95454545,134.4090909,12.40909091,城区环境评价点,116.397,39.982
奥体中心,20160406,146.0833333,141.2173913,2.0625,52.58333333,63.125,35.58333333,城区环境评价点,116.397,39.982
奥体中心,20160930,100.625,104.4583333,0.991304348,84.75,64.75,5.636363636,城区环境评价点,116.397,39.982
奥体中心,20160809,48.26666667,77.13333333,1.146666667,32.6,162.4666667,5.533333333,城区环境评价点,116.397,39.982
奥体中心,20160214,6.5,21.58333333,0.358333333,6.833333333,67.66666667,2,城区环境评价点,116.397,39.982
奥体中心,20161212,214.4444444,256.0555556,2.972222222,111.6470588,3.529411765,39.16666667,城区环境评价点,116.397,39.982
奥体中心,20160618,28.39130435,68.83333333,0.6,35.16666667,113.0869565,4.208333333,城区环境评价点,116.397,39.982
奥体中心,20161021,46.375,69.45833333,0.758333333,50.95652174,13.43478261,2,城区环境评价点,116.397,39.982
奥体中心,20160427,88.08333333,99.13043478,1.145833333,48.29166667,72.7826087,11.66666667,城区环境评价点,116.397,39.982
奥体中心,20160228,35.54166667,52.95833333,0.904166667,31.04166667,45.25,8.625,城区环境评价点,116.397,39.982
奥体中心,20160306,75.25,130.5833333,1.5625,61.25,21.43478261,31.45833333,城区环境评价点,116.397,39.982
奥体中心,20160709,78.70833333,114.125,0.729166667,34.45833333,114.2083333,4.416666667,城区环境评价点,116.397,39.982
奥体中心,20160114,60.54166667,58.95833333,1.729166667,84.33333333,26.39130435,25.125,城区环境评价点,116.397,39.982
奥体中心,20161111,74.79166667,122.625,1.460869565,77.86956522,6.083333333,7.291666667,城区环境评价点,116.397,39.982
奥体中心,20160518,57.20833333,87.70833333,0.579166667,22.08333333,142.4166667,9.333333333,城区环境评价点,116.397,39.982
奥体中心,20160320,64.08333333,93.625,1.070833333,47.91666667,50.26086957,7.416666667,城区环境评价点,116.397,39.982
奥体中心,20160920,18.25,37.04166667,0.425,49.95833333,44.875,2,城区环境评价点,116.397,39.982
奥体中心,20160327,13.08333333,32.5,0.4375,33.875,67.04166667,10.875,城区环境评价点,116.397,39.982
奥体中心,20160204,12,35.70833333,0.504166667,18.29166667,68.83333333,15,城区环境评价点,116.397,39.982
奥体中心,20160601,29.20833333,67.625,0.616666667,35.25,96.45833333,6.083333333,城区环境评价点,116.397,39.982
奥体中心,20160608,123.0416667,114.1666667,1.1875,25.125,147.5217391,3.166666667,城区环境评价点,116.397,39.982
奥体中心,20161011,115.5833333,154.625,1.370833333,71.43478261,28.91304348,5.25,城区环境评价点,116.397,39.982
奥体中心,20160417,12,43.9047619,0.2375,10.08333333,89.7826087,2.166666667,城区环境评价点,116.397,39.982
奥体中心,20160218,16.91666667,55.625,0.508333333,23.125,67.33333333,3.375,城区环境评价点,116.397,39.982
奥体中心,20160820,56.375,68.83333333,1.020833333,38.2173913,130.2173913,2,城区环境评价点,116.397,39.982
奥体中心,20160225,22.58333333,50.29166667,0.741666667,36.5,47.60869565,9.375,城区环境评价点,116.397,39.982
奥体中心,20160104,45.45833333,179.8695652,1.158333333,40.875,47.95652174,8.083333333,城区环境评价点,116.397,39.982
奥体中心,20160629,113.0833333,131.7916667,0.8875,25.95833333,97.04166667,2,城区环境评价点,116.397,39.982
奥体中心,20160508,62.375,67.625,0.7625,33.79166667,84.375,15.625,城区环境评价点,116.397,39.982
奥体中心,20160310,14.46153846,41.25,0.3875,16.20833333,70.26086957,5.625,城区环境评价点,116.397,39.982
奥体中心,20160910,14.79166667,39.70833333,0.320833333,45.875,52.70833333,2.458333333,城区环境评价点,116.397,39.982
奥体中心,20160317,293.875,329.7083333,2.533333333,74.04166667,48.58333333,29.08333333,城区环境评价点,116.397,39.982
奥体中心,20160720,40.83333333,100.625,0.658333333,21.79166667,55.17391304,2,城区环境评价点,116.397,39.982
奥体中心,20160125,20.16666667,44.20833333,0.966666667,16.875,47.79166667,21.16666667,城区环境评价点,116.397,39.982
奥体中心,20161122,8.166666667,23.16666667,0.358333333,19.04347826,53.43478261,5.208333333,城区环境评价点,116.397,39.982
奥体中心,20160529,33.65217391,64.34782609,0.438095238,27.47619048,117.1428571,6.619047619,城区环境评价点,116.397,39.982
奥体中心,20160407,87.95833333,208.875,1.054166667,39.25,60.91304348,3.291666667,城区环境评价点,116.397,39.982
奥体中心,20161001,164.125,181.0833333,1.35,101.3043478,62.04347826,8.25,城区环境评价点,116.397,39.982
奥体中心,20160810,73.95238095,85,0.771428571,21.45,135.05,2.142857143,城区环境评价点,116.397,39.982
奥体中心,20160215,6.833333333,29.58333333,0.325,10.33333333,68.2173913,8.125,城区环境评价点,116.397,39.982
奥体中心,20161213,52.63636364,179.0833333,1.108333333,53.86956522,28.5,7.652173913,城区环境评价点,116.397,39.982
奥体中心,20160619,62.58333333,85.875,0.779166667,28.41666667,155.2083333,4.5,城区环境评价点,116.397,39.982
奥体中心,20161022,15.58333333,46.20833333,0.5,32.70833333,16.41666667,2,城区环境评价点,116.397,39.982
奥体中心,20160428,91.375,134.7916667,0.983333333,44.41666667,91.16666667,7.458333333,城区环境评价点,116.397,39.982
奥体中心,20160229,32.66666667,36.33333333,0.716666667,36.58333333,48.91304348,12.29166667,城区环境评价点,116.397,39.982
奥体中心,20160108,30.95833333,30.875,0.925,45.29166667,39.65217391,14.5,城区环境评价点,116.397,39.982
奥体中心,20160710,88.58333333,121.4782609,0.691666667,31.875,129.1304348,5.5,城区环境评价点,116.397,39.982
奥体中心,20160115,88.70833333,108,2.420833333,98.95833333,14.79166667,34.83333333,城区环境评价点,116.397,39.982
奥体中心,20161112,72.66666667,98.375,1.4,72.95652174,11.13043478,7.5,城区环境评价点,116.397,39.982
奥体中心,20160519,81.47619048,105.0869565,0.826086957,26.91304348,179.5,15.47826087,城区环境评价点,116.397,39.982
奥体中心,20160321,129.9166667,132.375,1.365217391,63.95454545,54.69565217,18.66666667,城区环境评价点,116.397,39.982
奥体中心,20160921,67.33333333,67.29166667,0.895833333,85.7826087,22.82608696,7.375,城区环境评价点,116.397,39.982
奥体中心,20160328,76.75,89.16666667,0.854166667,62.5,40.7826087,22.375,城区环境评价点,116.397,39.982
奥体中心,20160205,12.45833333,27.45833333,0.441666667,13.5,71.13043478,8.375,城区环境评价点,116.397,39.982
奥体中心,20160602,44.70833333,78.58333333,0.733333333,39.08333333,129.826087,10.125,城区环境评价点,116.397,39.982
奥体中心,20160609,101.1904762,179.45,0.980952381,24.95238095,145.1428571,7,城区环境评价点,116.397,39.982
奥体中心,20161012,76.08333333,112,1.108333333,66.29166667,29.45833333,2.583333333,城区环境评价点,116.397,39.982
奥体中心,20160418,14.35,35.66666667,0.275,15.95,87.65,2.75,城区环境评价点,116.397,39.982
奥体中心,20160219,15.625,32.66666667,0.516666667,24.16666667,60.2173913,3.347826087,城区环境评价点,116.397,39.982
奥体中心,20160821,51.08333333,99.875,0.779166667,43.125,145.1666667,2.041666667,城区环境评价点,116.397,39.982
奥体中心,20160623,79.91304348,97.2173913,1.030434783,30.65217391,109.9565217,5.739130435,城区环境评价点,116.397,39.982
奥体中心,20160105,31.16666667,30.83333333,1.016666667,46.66666667,35.16666667,7.791666667,城区环境评价点,116.397,39.982
奥体中心,20160630,54.95833333,113.9583333,0.616666667,25.58333333,123.6956522,2.083333333,城区环境评价点,116.397,39.982
奥体中心,20160509,40.20833333,69.45833333,0.533333333,27.29166667,57.39130435,4.875,城区环境评价点,116.397,39.982
奥体中心,20160311,26.04347826,58.875,0.625,33.375,58.41666667,10.20833333,城区环境评价点,116.397,39.982
奥体中心,20160911,36.58333333,59,0.704166667,33.86956522,90.60869565,2.166666667,城区环境评价点,116.397,39.982
奥体中心,20160119,54.16666667,54.66666667,1.595833333,72.25,17.16666667,20.41666667,城区环境评价点,116.397,39.982
奥体中心,20160721,25.875,27.625,0.720833333,20.66666667,43,2,城区环境评价点,116.397,39.982
奥体中心,20160126,33.14285714,46.66666667,1.023809524,9.95,45.6,17.19047619,城区环境评价点,116.397,39.982
奥体中心,20161123,15.95833333,24.20833333,0.533333333,32.16666667,38.70833333,7.916666667,城区环境评价点,116.397,39.982
奥体中心,20160925,166.0416667,218.5,1.329166667,55,79.56521739,2.333333333,城区环境评价点,116.397,39.982
奥体中心,20160408,25.08695652,60.95833333,0.295833333,28.75,76.04166667,5.458333333,城区环境评价点,116.397,39.982
奥体中心,20161002,189.5833333,227.625,1.304166667,80.375,76.16666667,3.25,城区环境评价点,116.397,39.982
奥体中心,20160811,83.08333333,107.7083333,0.841666667,25.29166667,119.0416667,3.291666667,城区环境评价点,116.397,39.982
奥体中心,20160613,43.57142857,74,0.590909091,22.22727273,99.5,2.272727273,城区环境评价点,116.397,39.982
奥体中心,20161214,25.65217391,37.73913043,0.704347826,48.68181818,32.69565217,10.91304348,城区环境评价点,116.397,39.982
奥体中心,20160620,86.95833333,118.1666667,1.116666667,23.08333333,188.6086957,5.791666667,城区环境评价点,116.397,39.982
奥体中心,20161023,26.70833333,31.70833333,0.5625,41.13043478,18.39130435,2.375,城区环境评价点,116.397,39.982
奥体中心,20160429,121.2083333,106.1666667,1.354166667,48.45833333,99.17391304,18.33333333,城区环境评价点,116.397,39.982
奥体中心,20160301,125.1666667,106.375,2.2375,75.625,25.79166667,35.16666667,城区环境评价点,116.397,39.982
奥体中心,20160109,68,75.375,1.845833333,85.70833333,15.75,25.70833333,城区环境评价点,116.397,39.982
奥体中心,20160711,87.83333333,106.375,0.5875,27.375,132,8.166666667,城区环境评价点,116.397,39.982
奥体中心,20160116,121.9166667,142.2916667,2.866666667,83.91666667,10.43478261,49.79166667,城区环境评价点,116.397,39.982
奥体中心,20161113,96.625,99.33333333,2.283333333,76.04166667,2.083333333,6,城区环境评价点,116.397,39.982
奥体中心,20160520,88.95833333,116.3333333,1.2,36.43478261,153.9130435,23.60869565,城区环境评价点,116.397,39.982
奥体中心,20160322,118.3333333,184.0833333,1.725,68,33.91304348,26.25,城区环境评价点,116.397,39.982
奥体中心,20160922,106.7083333,118.75,0.983333333,69.125,60.16666667,8.875,城区环境评价点,116.397,39.982
奥体中心,20160329,17.875,105.3181818,0.35,24.66666667,75.125,11.08333333,城区环境评价点,116.397,39.982
奥体中心,20160206,18.20833333,33.58333333,0.675,27.125,58.33333333,9.125,城区环境评价点,116.397,39.982
奥体中心,20160603,81.04166667,89.33333333,1.329166667,46.79166667,130,25.25,城区环境评价点,116.397,39.982
奥体中心,20160610,52.375,102.4583333,0.566666667,16.29166667,135.7826087,2.666666667,城区环境评价点,116.397,39.982
奥体中心,20161013,161.3333333,150.25,1.570833333,90.69565217,34.82608696,2.625,城区环境评价点,116.397,39.982
奥体中心,20160419,71.84210526,68.11764706,1.289473684,47.52631579,39.57894737,21.57894737,城区环境评价点,116.397,39.982
奥体中心,20160220,13.25,27.65217391,0.416666667,19.08333333,65.91666667,6.416666667,城区环境评价点,116.397,39.982
奥体中心,20160822,44.16666667,72.375,0.820833333,27.56521739,125.7826087,6.5,城区环境评价点,116.397,39.982
奥体中心,20160624,15.83333333,67.25,0.375,27.41666667,66.60869565,2,城区环境评价点,116.397,39.982
奥体中心,20160106,23.875,58.41666667,0.954166667,43.91666667,37.04347826,11.5,城区环境评价点,116.397,39.982
奥体中心,20160701,13.5,58.375,0.341666667,21.54166667,94.41666667,2,城区环境评价点,116.397,39.982
奥体中心,20160510,47.65217391,61.43478261,0.595652174,29.73913043,93.69565217,4.739130435,城区环境评价点,116.397,39.982
奥体中心,20160312,112.5833333,89.54166667,2.133333333,69.25,25.91304348,47.58333333,城区环境评价点,116.397,39.982
奥体中心,20160912,29.54166667,40.83333333,0.583333333,34.54166667,82,2,城区环境评价点,116.397,39.982
奥体中心,20160120,126.5,126.75,4.1,92.875,11.91304348,68.20833333,城区环境评价点,116.397,39.982
奥体中心,20160722,84.45833333,86.16666667,0.970833333,21.41666667,87.91304348,2,城区环境评价点,116.397,39.982
奥体中心,20160127,104.5,89.19047619,2.435,35.45454545,17.3,41.05,城区环境评价点,116.397,39.982
奥体中心,20161124,70.72727273,45.41666667,1.420833333,78.18181818,12.65217391,16.20833333,城区环境评价点,116.397,39.982
奥体中心,20160926,57,129.7826087,1.004166667,50.41666667,53.16666667,2,城区环境评价点,116.397,39.982
奥体中心,20160409,91.53846154,122.5217391,0.708695652,46.43478261,58.09090909,14.73913043,城区环境评价点,116.397,39.982
奥体中心,20161003,119.75,202.25,1.091666667,69.86956522,62.04347826,2.416666667,城区环境评价点,116.397,39.982
奥体中心,20160812,84.06666667,114.8461538,0.88,36.57142857,60.71428571,2,城区环境评价点,116.397,39.982
奥体中心,20160614,36.91666667,61.79166667,0.583333333,21.33333333,78.43478261,2,城区环境评价点,116.397,39.982
奥体中心,20161215,27.5,54.79166667,0.9375,47.66666667,33.95833333,13.04166667,城区环境评价点,116.397,39.982
奥体中心,20160621,91.29166667,112.3333333,0.920833333,23.95833333,156.75,2.875,城区环境评价点,116.397,39.982
奥体中心,20161024,69.25,69,1.170833333,72.04166667,2.208333333,2.333333333,城区环境评价点,116.397,39.982
奥体中心,20160430,163.5,225.25,1.370833333,49.33333333,124.125,10.125,城区环境评价点,116.397,39.982
奥体中心,20160302,169.9583333,212.9166667,2.9625,96.25,27.86956522,42.70833333,城区环境评价点,116.397,39.982
奥体中心,20160110,43.66666667,80.2173913,1.566666667,66.91666667,25,18.75,城区环境评价点,116.397,39.982
奥体中心,20160712,25.75,88.625,0.475,29.125,78.26086957,3.583333333,城区环境评价点,116.397,39.982
奥体中心,20160117,42.58333333,121.2083333,1.1,34.625,49.66666667,8.166666667,城区环境评价点,116.397,39.982
奥体中心,20161114,44.125,124.5833333,0.991666667,40.39130435,41.04347826,3.416666667,城区环境评价点,116.397,39.982
奥体中心,20160521,72.875,114.5833333,0.854166667,39.5,135.7826087,19.5,城区环境评价点,116.397,39.982
奥体中心,20160323,20.83333333,100.4166667,0.491666667,25.5,66.08333333,3.833333333,城区环境评价点,116.397,39.982
奥体中心,20160923,136.8636364,157.7272727,1.154545455,57.57142857,114.3636364,2.545454545,城区环境评价点,116.397,39.982
奥体中心,20160330,27.45833333,61.79166667,0.525,36.625,64.82608696,14.95833333,城区环境评价点,116.397,39.982
奥体中心,20160207,36.875,48.66666667,1.0625,36.66666667,54.2173913,20.79166667,城区环境评价点,116.397,39.982
奥体中心,20160604,80.79166667,117.7916667,0.895833333,23.83333333,169.7826087,17.45833333,城区环境评价点,116.397,39.982
奥体中心,20160611,9.958333333,45.29166667,0.295833333,22.45833333,80.54166667,2.5,城区环境评价点,116.397,39.982
奥体中心,20161014,240.3333333,258.1666667,1.9125,120.75,29.95833333,3.208333333,城区环境评价点,116.397,39.982
奥体中心,20160420,68.76190476,96.6875,0.738095238,32.57142857,82.76190476,8.80952381,城区环境评价点,116.397,39.982
奥体中心,20160221,78.08333333,59.75,1.541666667,56.41666667,31,28.91666667,城区环境评价点,116.397,39.982
奥体中心,20160823,65.58333333,68.29166667,0.716666667,36.04166667,101.4583333,7.791666667,城区环境评价点,116.397,39.982
奥体中心,20160625,16.25,29,0.3,25.83333333,79.875,2.208333333,城区环境评价点,116.397,39.982
奥体中心,20160107,11.91666667,30.13043478,0.554166667,28.04166667,48.20833333,7.666666667,城区环境评价点,116.397,39.982
奥体中心,20160702,52.16666667,67.58333333,0.654166667,29.54166667,117.826087,2.958333333,城区环境评价点,116.397,39.982
奥体中心,20160511,147.6666667,127.2083333,1.0875,24.125,138.5652174,14.375,城区环境评价点,116.397,39.982
奥体中心,20160313,27.75,107.4583333,0.654166667,26.58333333,71.16666667,11,城区环境评价点,116.397,39.982
奥体中心,20160913,90.83333333,84.83333333,0.945833333,56.09090909,74.43478261,2.043478261,城区环境评价点,116.397,39.982
奥体中心,20160121,137.375,177.1666667,3.35,78.83333333,11,35.91666667,城区环境评价点,116.397,39.982
奥体中心,20160723,136.25,146.7083333,1.104166667,27.58333333,109.2916667,2,城区环境评价点,116.397,39.982
奥体中心,20160128,142.7083333,193.5,3.277272727,76.58333333,22.68181818,56.86363636,城区环境评价点,116.397,39.982
奥体中心,20161125,165.75,168,2.8625,107.7083333,4.166666667,23.95833333,城区环境评价点,116.397,39.982
奥体中心,20160927,26.26086957,70.25,0.561904762,31.2,40.23809524,2,城区环境评价点,116.397,39.982
奥体中心,20160410,78.33333333,158.4166667,0.816666667,39.625,66.83333333,18.04166667,城区环境评价点,116.397,39.982
奥体中心,20161004,34.75,102.125,0.916666667,39.58333333,22.79166667,2.083333333,城区环境评价点,116.397,39.982
奥体中心,20160813,22.66666667,46.375,0.675,47.45833333,27.25,2.666666667,城区环境评价点,116.397,39.982
奥体中心,20160615,17.5,44.29166667,0.4375,27.58333333,93.16666667,2.666666667,城区环境评价点,116.397,39.982
奥体中心,20161216,85,63,1.958333333,101.826087,6.086956522,19.875,城区环境评价点,116.397,39.982
奥体中心,20160622,51.70833333,101.7083333,0.675,24.375,149.1304348,2.583333333,城区环境评价点,116.397,39.982
奥体中心,20161025,101.875,115.8333333,1.404166667,84.17391304,4.086956522,2.083333333,城区环境评价点,116.397,39.982
奥体中心,20160501,191.6666667,217.0833333,2.175,31.29166667,153.4782609,26.16666667,城区环境评价点,116.397,39.982
奥体中心,20160303,303.1666667,266.75,4.220833333,100.625,20.08333333,58.83333333,城区环境评价点,116.397,39.982
奥体中心,20160111,11.65217391,44.30434783,0.695652174,26.52173913,52.91304348,2.260869565,城区环境评价点,116.397,39.982
奥体中心,20160713,22.70833333,58.625,0.383333333,36.625,103.4583333,2.083333333,城区环境评价点,116.397,39.982
奥体中心,20160118,8.913043478,36.91666667,0.541666667,17.83333333,45.17391304,2.666666667,城区环境评价点,116.397,39.982
奥体中心,20161115,41.29166667,43.25,1.341666667,70.54166667,12.375,10.66666667,城区环境评价点,116.397,39.982
奥体中心,20160522,48.375,90,0.65,46.04166667,119.25,8.375,城区环境评价点,116.397,39.982
奥体中心,20160324,14.18181818,30.72727273,0.409090909,34.95454545,58.28571429,2.636363636,城区环境评价点,116.397,39.982
奥体中心,20160924,121.5833333,152.5833333,1,68.83333333,94.16666667,2.791666667,城区环境评价点,116.397,39.982
奥体中心,20160331,152.5416667,129.4166667,1.579166667,61.91666667,59.20833333,51.29166667,城区环境评价点,116.397,39.982
奥体中心,20160208,220.75,238.0833333,1.270833333,41.125,47.70833333,72.91666667,城区环境评价点,116.397,39.982
奥体中心,20160605,70.29166667,110.5,0.895833333,28.375,135.4166667,14.95833333,城区环境评价点,116.397,39.982
奥体中心,20160612,67.91304348,76.43478261,0.952173913,26.86956522,137.3181818,6,城区环境评价点,116.397,39.982
